sample	condition	gotcha
mt_GoTChA_ATAC_E5_191_S50	WT	/data/gpfs-1/groups/ag_ludwig/work/P1813_20230130/demuxed/HLTFNDSX5/mt_GoTChA_JAK2_RPI-2_192
